rawToken;wahlkreis_id;election_id
OSaYYB4H3bR8Hv8TDzRN5Q;27;3
Yi6KmzF_Sh1_ghGQLtzSjA;27;3
7gBDfVL6dROfL-j03V6_ww;27;3
bPh0qtIdExt3wBUngDF68A;27;3
-V3Uuvtw_cqqfGyMihhqaQ;27;3
Ppk_bxdcHHjN3TbNSOKDEQ;28;3
S5b1G7zYBZJYoJjlb7uMrg;28;3
VeWD8AzIO4M4algLQ3LepA;28;3
CR-LxLYYAyeYLjsMgUpnBw;28;3
Dp1QOG4rjDRgZYY_0jrtoQ;28;3
qdesz_tPOTDnr4lFwJZvGg;28;3
FdVY13ROXGnGdPi7ZxFtTA;28;3
9r_tIt3TNRFTcZ2IFyY7Ng;28;3
sC2iMJqI6HjyQ_l70YGF1w;28;3
GOt68ZJ0JdOPpE-DfI4gkA;28;3
eCi247FpQeYH9f4GOG0_9g;29;3
Hg3CgVSUbzwJfYxRDp30Ow;29;3
mVV12AmSf45qR7koJ5ezGA;29;3
tEhhCyAHHm9P2vOFzPhpVw;29;3
5rWgirlR2Rzvcghyahm3fg;29;3
5_Y5joHsJa15Q9Ac471dhw;29;3
xMOBWbOUI-lSByAtxpRPzQ;29;3
c-M6Q4tjZ67Po3wrvDl8zQ;29;3
A-1qRfmH0IxpBARNkGiRGA;29;3
CeXBoHk89ktWPwt2hE8Rhg;29;3
fW--trFfyLnZ7ccgHdhoVQ;26;3
-9kPvHFnzcphQUSYFA0ERg;26;3
ENnOvrKiJd5FLJ6m-pWDYQ;26;3
5YZ078pNHPA0R5G9IEX2Ug;26;3
vq88YZxDrKV1bcMxYONw3Q;26;3
kZoC45vUQsgdIpFuZgc99Q;26;3
bspjc1JlyNySecvIJG9pKQ;26;3
qcddmyb5ed6vPFy6OfUlgw;26;3
elYm3CEbjcVzIMC0cuo2ng;26;3
DsmKWVWoTG_PZ6obMfEYKQ;26;3
cr0LpiSM7Q8l4yP9zx5yMQ;31;3
72KQwaTeSGeJ4K-Oqqj8vw;31;3
3y6u7Rwm7yGmoosHFGukgA;31;3
e7iQIHS3mvQcrQinQsmgkA;31;3
oOhAzfOSKxfRNRU-LgLCpQ;31;3
Y5_rJd1ZYL07EoK4QHW9OQ;31;3
AqRecuOJwxsXSsu9auCi8g;31;3
LTj-lw4ICTjaJbPMj_JFfw;31;3
Me4WTvZ-A7Sg8Pn327SYZA;31;3
xbhn_N_tiDfy78_o9ukaTQ;31;3
5DC8-VxrlGTMzGKyllPjrQ;30;3
i9Rd7a-mE0ac9_qZSngGaA;30;3
38rNNB9YNd8OteE2omZlGA;30;3
5ku-WKTWAtFJB0sdt5LUpw;30;3
S_vUwL7LsLKdh5hboNGoyg;30;3
ntr_ym11U_m_FIkFMHp0ag;30;3
kkqpVaLRvsfiSzX9sFQo-A;30;3
JLFdb9QDMrqUDmTKvh7wqg;30;3
HMYOoUS9H77lcsqbl4AvKw;30;3
cdINczqJKR932xkg18bp8w;30;3
WOSUl7xpOi1_dLi-EWtUyw;32;3
x9NjvpckymyqHkrKMy9lAA;32;3
TnXbwnq7tfqbl4TMrDFAnw;32;3
AUdTEJQVW8btON83xzWkJQ;32;3
KHrAghBTdp3O09ZfyAiQhA;32;3
UQ7oBoCsnci6ZeKFA5mZdw;32;3
UgzGBnLcp1-sc4At40WkXw;32;3
aPYKr22BspQm7vAmWF7zog;32;3
FuadBL8hAp-CUWnNA4mYmg;32;3
CMu3dk57qZn7EpvYTWiCjg;32;3
6h1ZroXwu3n6dsCafGwxvw;33;3
GZWPkQ08bFQq4DjGM1UM4w;33;3
0bVp5nzZWEfSKUtnQ9foNQ;33;3
gHenLrGYtuJcTpLiC1zs3A;33;3
MhH8OzuvTsO-PJJ1MTIUvA;33;3
L3hjQovBMaitjX1U0HHg7g;33;3
e80Kx3ygH4VJHFdQKg7M5g;33;3
adqXhB_glRG0Neo8LKxNNQ;33;3
9RhOvTnZKUIHFQGQPCKeSQ;33;3
4duW8VDLGd1C5yCFr7nXGA;33;3
fKZY35AOjfk4QGGiuH9AsQ;35;3
wQSGwLn_H45_nYS-COK7hg;35;3
cnr8UaYuwYpZ2LTr1xRVxw;35;3
aj-gBas0wexPVDNjoFf-mA;35;3
tFMXL5MJiK7CVTuV7Yg86Q;35;3
8jWUobKokRSJPAdQUaRsRg;35;3
tBZXiEsBT8R1CEMhd77fuQ;35;3
5G7zgcyeRxKoZUAf0tbCmg;35;3
6sJvQJybT3K84vd5x3NASQ;35;3
mLjDbemv2VMoh4-bhliUpg;35;3
PYi_nhjAiow2CssCBZdl4A;37;3
bDUWep-3NdC57GWuqgTSuw;37;3
T8CvGHUK_RDLCp_-w2ls1A;37;3
FeidETZs5Uf6nbQXYtJJDQ;37;3
t6W4QkFehukaGpCu6U2oQg;37;3
UlfQx9Py0rNQghFw6yrBKg;37;3
vRuEZEOe76TfEKZc1x5yig;37;3
5fPqV77kw2wlx52tWKOr6g;37;3
2dy2Zik9smeTqtjQPpwAvQ;37;3
eB_fIybSPlDUVy-yUOwawg;37;3
esFp5k-kRQlwL3NWvslCkw;36;3
n9VG-WsCkGA000gGxAfIyg;36;3
KicKD8hlf0IAnXgFAUWC8A;36;3
YF7gBGfCF6U3kZT9tXsiwQ;36;3
DJqvMNUNUiish1Zbj8JVkA;36;3
0PtiUCjUXZNvVGQCIIF9tQ;36;3
jRDz_-iZWX0b3djorCTWbw;36;3
SIJsE-McE3vu896Owi8e3Q;36;3
zD8V9B7QR_5YLmQQLltDGA;36;3
fC9EtI1gQlvErL6_lNCUbQ;36;3
2X8BJLBKb2Kqw3e9VrA11w;34;3
2szt7ph_P_dCbusdAZmVyA;34;3
oTZ4599tDFqW2ftG17X20A;34;3
H-M5_dDia333NHnXLlc8iQ;34;3
57o3MsyPGpQ_eIwT4_5jMw;34;3
ERcKm5nf2VzBZqbjsxjZSA;34;3
Y0J0gUhrdwtgNxdPUY_1Pw;34;3
piy0Tr8mqbRLEnexQati0Q;34;3
SqfKRaBlyVqcRqK8HwXd9w;34;3
RA_J0-O7J1wLLY7MR4r49w;34;3
0y7oWWOcm0WtbPISjiShDw;40;3
j1x08O7AQrhAfbQ4a3tojA;40;3
qVdOw1dRp5qowDNYIT4eOg;40;3
lM49lVVMd2M3L7viHKUf0g;40;3
5dyg_g58xyntr3jgLaRbRw;40;3
GnVxtWdTBvkQMle9HZ058Q;40;3
G2fw-WvwFU4-eKr54fDhow;40;3
IeDegaHlqF1a4QO3oCIOQg;40;3
fExiJSvnxjhqAP3CrwNt_g;40;3
_RPmTQyqKlV0r3tCrABgjg;40;3
bHOVY4TxKe9srIODx-Pcew;38;3
oLDaX2vlBWX0kI92ICDtIg;38;3
ptudsejI2X6EA17jcNy3TA;38;3
ayvP1PsAmxbQl9kbWwfaEQ;38;3
rFE79xA5MrlhOexBAJfeWQ;38;3
-EhKT92R4I7u2f0PAq81JQ;38;3
FoNwCCa8V8MxSmfmtbR9lQ;38;3
txh0gXle6_Apc9niNDgATw;38;3
lRP5YRG7npuct7usc20-AA;38;3
OEa6TlevZqMSNeGgE_FP4g;38;3
coHt2p56zBt1nb0GOiQynA;39;3
al_4Y98bXkBlZqyuWZYrIw;39;3
6P6k6hXSl_-xwqqPlZPl9A;39;3
2s2CVdw8aH_Dwb-XKDGogA;39;3
WfW2yeKmxVAa8Ksuw5O__g;39;3
Z4PivSqSSFdXSlM4pW2cJQ;39;3
lkc01TVTMhdqmggwfnAY8g;39;3
vjdyXZ1n6meupczFjhN3lg;39;3
vNYgXtytmP6LhZvDZqXTqQ;39;3
38Oeug-kqmi4uRKMpIOzHQ;39;3
lTJ97UAzeslPRapX_CeR-g;41;3
KAUnrZfunDddyLxUi95CbA;41;3
oBhhkjsiOeyXH5TXgrNnyQ;41;3
coxwmZNvtsQurFw7XA7_RQ;41;3
oZ-KdEnPsbpR2_bfgQdayQ;41;3
uWfUGeQyg8MHE5lkX3Z_Ww;41;3
wAlVW8By9YNfSYr9D4Hk2A;41;3
G4ISqUlLRwKhR9ne5VfK7w;41;3
uQACTFpm90zTgyDCjnuFtw;41;3
F477pl8pRj_uKo3TWH-jGQ;41;3
1LPjpesVse85-ti-psS7uQ;42;3
ZZSfB8Q3Itm2ckIQBmtmqg;42;3
3iGcfecvVuUyERxcyIsm4A;42;3
y8LEevoh0-1npWOrBR7SiA;42;3
fWYE356hyFhKV0hN2J-Npg;42;3
YtWY3R9h7rjzxKNSM5iWgQ;42;3
N-f6v012RyP-zKntNatW7g;42;3
-45wVgkl0GWz_zoQqQ53TA;42;3
6-myEmwT52XwLf2UCZL6Fw;42;3
TYhm9RZG5P1OeoYQlc2rxg;42;3
O2u6J8Ih8nI9KzzgVw8WyQ;44;3
IRM57YxXvIW13M3dbMfeaw;44;3
ofbTiyrpvG05LjjD71EwVg;44;3
AiUrjcmv5-LmQqFHwrxIqA;44;3
RGb3JJErTuOxcWCYMJ1xNQ;44;3
m0kH96pebRUjX5HekvgsGw;44;3
057CfLHiwQvlEQQLSynfeg;44;3
KcgZ7T9KQHJnFSbfVNHAKQ;44;3
HruxosCRhhPn8n4WWiGTWg;44;3
emtF75XCN2CF2WxGVqMX6Q;44;3
UDA7F6QA4D6LDDfirc6RNA;43;3
6cdbmYXisqTVQFycd1Hohg;43;3
xNSzi-dLIDEwfr_ABkoa4w;43;3
m4yR_bPATdDgbU0dQtjKDQ;43;3
HVZhQEyp0S15B0pzaGaOrA;43;3
hAbt5SqmlT2RP3FHKapS1w;43;3
_vjioNeqYOhFLftCqAmlMQ;43;3
brpaUfHuQo977NWOJbaqng;43;3
U_GGdIBlbsunmFvaRNQNzA;43;3
IqC0ZoMVJ81fPZO_307aCA;43;3
GuImcB7THGxUKo4EPH27tg;45;3
qlMz00v0kIFpz0FcTtZcuA;45;3
5MEU5uMo7MFNnWh37nALyw;45;3
ta1I-Rv0kXuq5w8jMyGZuQ;45;3
RMfOiK72jbwdhBphpWcckg;45;3
DDTQkQ39kLwJg6gGDcvCxA;45;3
dpNSGKSZh0ricol1wLOQcg;45;3
G7CyO5e8cm1fYzePZ-Nbhg;45;3
3U4cTlMOtMQsEC-cOiAsfw;45;3
6lZSiCEva43ljx4cbe3jFA;45;3
4moM45pNT7hRap4BZnjb0Q;46;3
XnpH5ypmfxrPIFNrh87BJQ;46;3
DNfHXKjAr3rYQzQsdZwzSw;46;3
r8RNJvH9Qi7Rub0koTNWFA;46;3
KGfvm9l94tTL-RTx2kUSXQ;46;3
LJ9AbjP-mfGCgbKerGBm2w;46;3
2lS0eHHIUPtZGcrGViZGHA;46;3
Ep4tLTjNZhROgSYCzVL26Q;46;3
VaInkarAkd38cUJBou5j6g;46;3
vEKX3B4xN7DdALNHJ42qMw;46;3
oFfYxeRJ2JGZBUjAGpxQWQ;47;3
OezZmHr87kgtPaIT8LSOiQ;47;3
GQKdjWg3nuXL6IJ_MJoobQ;47;3
vUVw2ZmmtKHXnutcDCcGYQ;47;3
EkUWHEoelLLydQecgQhRwA;47;3
TSsV7Nj69_txUb1JV4UnXg;47;3
ptCFXkoZA9aGN1KWdUJqhw;47;3
xomDNPlNXuzHDbMGLWxmsg;47;3
VjWbKSSkE8gjrz-XtCVZ1Q;47;3
Q4bjZQC82XHmY6T7B86CHQ;47;3
f6fBGooK9FKd4G4nw0ZTdg;48;3
yVcVn60TSfb7inP8H98vnA;48;3
ArQO4WKZSGpI_0kpEP-xbA;48;3
bL27U32MkFBPlEhMKUZmZg;48;3
U2192y-nTDJI0E9aXvEoIQ;48;3
k5GTqDl5e_gZenVdyfIa_g;48;3
gefqu8x6V3cm6m5DN4mWGQ;48;3
CwQvxE2Nb8YPV9NkXqO2lQ;48;3
2XRXTacJJCHNkHKCIRTrzw;48;3
SLXIF91duNRQVPCCteYd_w;48;3
jVD2STnPWdKqEH6F4bSijA;51;3
ZZ91wxzNw5FQn8j7Jye_RA;51;3
XAQ0wn6ofd_xnKL2F2-tdQ;51;3
v0yroRhZNOXDNdipXTEzog;51;3
Btpbw-YBecMfToh7f5La2Q;51;3
NYT7Cpum3IC85oOZbCJ9Bg;51;3
_NvwkvWeLle1Zw_Q-tAWGQ;51;3
5G6qXEHboQLDt3B9YYyBLA;51;3
_Masrti9lhPdZGZpWOZn2g;51;3
ooslQ1qTcWjJjnSox_WqOg;51;3
m_fAEmrQk_1qCrgiJrrJVg;53;3
Z7OsTozMsB5jU7GFFsb6ug;53;3
iUMH66ubvoP3vTsJBpHMTQ;53;3
uOLuZpRfPAZ4ArfpBKrNPg;53;3
Zizubll8o6TMi7qDvl6EOQ;53;3
HvC4MOtGejFzLd2M6RMnxw;53;3
ivhVD5N4WywoNwDaSB_Qqw;53;3
-4Bbx03p_DkTLSYT-1j5Wg;53;3
ZvmYVsxPBPHzFBWFkLBwfQ;53;3
dPYhdJrHc_nndGZ0_aRTJg;53;3
4tSHH4-UofAMxXwilr5kUQ;52;3
lYbA5yVksIjpzDR-fapHPg;52;3
B-xQaF4Ir_sU5v8Qmlv3uw;52;3
-KrrsOk-rt4mEaJGdBUYiA;52;3
SlX6I4oSHV9ir7Hz21EBqg;52;3
KUDyZlJe8ZHPSBr_C5UTAA;52;3
msJwDDCXqqitMX1njSPYsQ;52;3
FwZzMGCFZy366gJvV9rXbg;52;3
10B-U04qjE7FjK1DQBYImw;52;3
fDRMAcYva57z3Fb2SfhrAQ;52;3
y8I8qpYqbxjvCgyn76NN7g;49;3
49xOR4S76_VkuvCEUgz6cw;49;3
poiFCm2uyNLxZ8o7xg1kcg;49;3
eHunK2nySMtdi1TtMzkJXg;49;3
32lUWsD-c6UmirGUW-5aOw;49;3
cQBniq3_wVR-buUNor7lUw;49;3
kwKR8301DLm8LtBWpmrXtA;49;3
SaKP_YTMu-D02k_h_lgt-A;49;3
-M3B50Xkvr3SO_XKFkE-ug;49;3
jk3JMwrVJNHRHwl8O6bqIQ;49;3
q0WUxcBVz4P2j7aOx03cfQ;50;3
F9_u2jVjBf9pV5cPaygF2Q;50;3
BjbTNyjEL9_M0zNOJ2rz2g;50;3
rhu5FLeKLvI3s8LJVJhi8Q;50;3
CeD6U1_t0ydkOlt7U9HhOg;50;3
kREhTlVLq3b1Mc9tCl8iGQ;50;3
2g8Ov-lXmDnZXWZZVWxLzg;50;3
n4WiC1jy4T3zGWHOIWsKhQ;50;3
cVOiEJudb9ic3vI7gIwVHg;50;3
WU3TGGPvFWimsAUX_iK1Lg;50;3
DvjwyncleVM8Wzr48cC2SA;54;3
